magnet_depth,ratio,irms,degel,degmech,angle,x,y,magarea,torque_airgap,flux_a,flux_b,flux_c
0.1,0.7286666666666666,16.970562748477143,144.0,36.0,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.0898354106069061,-0.0008504119158627574,9.986059453261048e-05,0.0007508733596011229
0.1,0.7286666666666666,16.970562748477143,153.0,38.25,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.1031046490237004,-0.0008909902761730573,0.0002381184229721773,0.0006532009464700878
0.1,0.7286666666666666,16.970562748477143,162.0,40.5,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.09724768617988688,-0.0009052036014486581,0.0003719459793738875,0.0005335696853138342
0.1,0.7286666666666666,16.970562748477143,171.0,42.75,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.06969408846862479,-0.0009017834746585248,0.0004995135148212033,0.0004024467995831437
0.1,0.7286666666666666,16.970562748477143,180.0,45.0,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.06113646117328357,-0.0008842362883340302,0.0006170797615522531,0.0002670717752180601
0.1,0.7286666666666666,16.970562748477143,189.0,47.25,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.06422884685715302,-0.0008519091318430456,0.0007214516563152473,0.0001301857353763068
0.1,0.7286666666666666,16.970562748477143,198.0,49.5,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.07900679115752184,-0.000799790236266772,0.0008070470133909358,-7.531481976748333e-06
0.1,0.7286666666666666,16.970562748477143,207.0,51.75,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.09489523388502702,-0.000720814940632052,0.0008668578254938637,-0.0001462877361374879
0.1,0.7286666666666666,16.970562748477143,216.0,54.0,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.1047535228706418,-0.0006148344861831713,0.0008981646344273771,-0.000283583626133054
0.1,0.7286666666666666,16.970562748477143,225.0,56.25,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.08774352170712896,-0.0004901856761046798,0.0009055595478344423,-0.0004155889548643719
0.1,0.7286666666666666,16.970562748477143,234.0,58.5,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.06464658325659078,-0.0003571726139614671,0.0008975897714996908,-0.0005404504770323558
0.1,0.7286666666666666,16.970562748477143,243.0,60.75,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.0608916746390702,-0.0002210981756916146,0.0008753583430598659,-0.0006540384905918345
0.1,0.7286666666666666,16.970562748477143,252.0,63.0,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.06819489915525943,-8.401281979507516e-05,0.0008373455025296908,-0.0007529862811426932
0.1,0.7286666666666666,16.970562748477143,261.0,65.25,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.08454996599107921,5.397990566308896e-05,0.0007769801439056728,-0.000830660116623398
0.1,0.7286666666666666,16.970562748477143,270.0,67.5,0,0.1,0.7286666666666666,2.525553490137797e-06,-0.09955645656114427,0.0001927003212747788,0.000688463681978109,-0.0008808775244765596
0.1,0.40199999999999997,16.970562748477143,90.0,22.5,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1496467879186556,-0.0004426687018851956,-0.000568855932011251,0.001011428497239281
0.1,0.40199999999999997,16.970562748477143,99.0,24.75,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1718411500271705,-0.0005699153635554319,-0.0004423904817525153,0.001012259048065572
0.1,0.40199999999999997,16.970562748477143,108.0,27.0,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1918224689455028,-0.0006831783666871607,-0.0003014688345914596,0.0009846406196773146
0.1,0.40199999999999997,16.970562748477143,117.0,29.25,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.19765066779228,-0.0007866715772798728,-0.0001457360352238126,0.000932380320550676
0.1,0.40199999999999997,16.970562748477143,126.0,31.5,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1935106615077568,-0.0008760009634462632,1.937929426417165e-05,0.000856519208572096
0.1,0.40199999999999997,16.970562748477143,135.0,33.75,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1667598122887957,-0.0009454217444303944,0.0001872323486711841,0.0007580779044722118
0.1,0.40199999999999997,16.970562748477143,144.0,36.0,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1450364421532748,-0.000993954523728321,0.0003464130528469138,0.0006475808075013765
0.1,0.40199999999999997,16.970562748477143,153.0,38.25,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1560078022689989,-0.001014839177274756,0.0004868542768482886,0.0005281006055665631
0.1,0.40199999999999997,16.970562748477143,162.0,40.5,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1795965486322404,-0.001005813926778086,0.0006085903625860902,0.0003972778048875745
0.1,0.40199999999999997,16.970562748477143,171.0,42.75,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1952169436764563,-0.0009695304446580483,0.0007185753453484025,0.0002510041040188381
0.1,0.40199999999999997,16.970562748477143,180.0,45.0,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1974649980897841,-0.0009095030827331168,0.000818235342261559,9.135097297655865e-05
0.1,0.40199999999999997,16.970562748477143,189.0,47.25,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.187829368548754,-0.0008255123810541593,0.0009010824583807022,-7.53878283949073e-05
0.1,0.40199999999999997,16.970562748477143,198.0,49.5,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1561773700022129,-0.0007219305761331237,0.0009640205129036245,-0.0002419696418860518
0.1,0.40199999999999997,16.970562748477143,207.0,51.75,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1456416262603635,-0.000608419637871668,0.001004139846505631,-0.0003957576108728101
0.1,0.40199999999999997,16.970562748477143,216.0,54.0,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1637584435806382,-0.0004856601013830439,0.001015003512270006,-0.0005293930212398701
0.1,0.40199999999999997,16.970562748477143,225.0,56.25,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1864230259837293,-0.0003499896960238879,0.0009965217265302535,-0.0006465263962675499
0.1,0.40199999999999997,16.970562748477143,234.0,58.5,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1969975184980582,-0.0001987646559177684,0.000952133571508261,-0.0007533795203344398
0.1,0.40199999999999997,16.970562748477143,243.0,60.75,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1963169000039604,-3.606007236184764e-05,0.000884354106096719,-0.0008483635392734994
0.1,0.40199999999999997,16.970562748477143,252.0,63.0,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1782855568299414,0.0001318584389504263,0.0007925487997186397,-0.0009245418519080126
0.1,0.40199999999999997,16.970562748477143,261.0,65.25,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1486318044525342,0.0002953438753746707,0.0006852758346904709,-0.0009806439371502268
0.1,0.40199999999999997,16.970562748477143,270.0,67.5,0,0.1,0.40199999999999997,2.525578174176357e-06,-0.1496542615022975,0.0004426539565081885,0.0005688700388222882,-0.001011427900458246
0.1,0.33666666666666667,16.970562748477143,90.0,22.5,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1679464484947014,-0.0004748901436260945,-0.0005532875627568387,0.001028340654127519
0.1,0.33666666666666667,16.970562748477143,99.0,24.75,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1831810546424134,-0.0006062437715019167,-0.0004195960074154009,0.001025918420959229
0.1,0.33666666666666667,16.970562748477143,108.0,27.0,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.198390960077331,-0.0007216596938235164,-0.0002743845631542014,0.0009960496800004355
0.1,0.33666666666666667,16.970562748477143,117.0,29.25,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.2031365964272438,-0.0008243938347056939,-0.0001176565284285279,0.000942008580089953
0.1,0.33666666666666667,16.970562748477143,126.0,31.5,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.204238800558174,-0.0009096395167891657,4.761123804190715e-05,0.0008618791834961054
0.1,0.33666666666666667,16.970562748477143,135.0,33.75,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1937314035718367,-0.0009734956286511044,0.0002173809383740332,0.000755909168973893
0.1,0.33666666666666667,16.970562748477143,144.0,36.0,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1699728388421345,-0.001014763894106002,0.0003781567440983072,0.0006363931813265997
0.1,0.33666666666666667,16.970562748477143,153.0,38.25,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1709979762831875,-0.001030568205018829,0.0005206435362274952,0.0005097594711857137
0.1,0.33666666666666667,16.970562748477143,162.0,40.5,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1897686045818665,-0.001018869099597589,0.0006465914696139631,0.0003722074457752394
0.1,0.33666666666666667,16.970562748477143,171.0,42.75,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.20056418413622,-0.0009807371942311667,0.0007575268548688355,0.0002232029280178569
0.1,0.33666666666666667,16.970562748477143,180.0,45.0,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.2038344023635952,-0.0009185022963444,0.0008554402119876854,6.311268350231174e-05
0.1,0.33666666666666667,16.970562748477143,189.0,47.25,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.2028934949632751,-0.0008291613008842329,0.00093347584874674,-0.0001041474479442205
0.1,0.33666666666666667,16.970562748477143,198.0,49.5,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1847227506151299,-0.0007170716394063763,0.0009901895093531185,-0.0002729183357932455
0.1,0.33666666666666667,16.970562748477143,207.0,51.75,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1673319633413075,-0.0005954608938501452,0.001023195782547016,-0.0004275422040276002
0.1,0.33666666666666667,16.970562748477143,216.0,54.0,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1764272317902148,-0.0004655213675055927,0.001029981184689891,-0.0005643378694412405
0.1,0.33666666666666667,16.970562748477143,225.0,56.25,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.1950062792337354,-0.0003241395361794177,0.001008950349566873,-0.0006847744357553396
0.1,0.33666666666666667,16.970562748477143,234.0,58.5,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.2020826067109222,-0.0001712459674326836,0.0009628390665797817,-0.0007916041159885842
0.1,0.33666666666666667,16.970562748477143,243.0,60.75,0,0.1,0.33666666666666667,2.526054792185897e-06,-0.2043430012201323,-8.294487775668918e-06,0.000891866860672549,-0.0008836593174159673
